46,11.683,1323476767,user_group-2,1.917121,,{'Example_Timer': 1.9170420281511835}
47,11.768,1323476767,user_group-1,1.170590,,{'Example_Timer': 1.1705069835407023}
48,11.890,1323476767,user_group-1,1.328880,,{'Example_Timer': 1.3287356676126445}
49,12.036,1323476767,user_group-1,1.480878,,{'Example_Timer': 1.4807489010870993}
50,12.867,1323476768,user_group-2,1.959608,,{'Example_Timer': 1.9595894768329885}
51,13.024,1323476768,user_group-1,1.256388,,{'Example_Timer': 1.2561881913983737}
52,13.083,1323476768,user_group-2,1.489203,,{'Example_Timer': 1.489006067420346}
53,13.239,1323476768,user_group-2,1.556420,,{'Example_Timer': 1.5563679817368596}
54,13.767,1323476769,user_group-1,1.730479,,{'Example_Timer': 1.7303338213413602}
55,13.791,1323476769,user_group-1,1.900583,,{'Example_Timer': 1.9004925739896996}
56,14.106,1323476769,user_group-2,1.238628,,{'Example_Timer': 1.2386151914044723}
57,14.220,1323476769,user_group-1,1.195348,,{'Example_Timer': 1.195303795983139}
58,14.347,1323476769,user_group-2,1.264023,,{'Example_Timer': 1.2639316315781461}
59,14.895,1323476770,user_group-2,1.655275,,{'Example_Timer': 1.6552278621584346}
60,15.034,1323476770,user_group-1,1.267529,,{'Example_Timer': 1.2671735712629744}
61,15.341,1323476770,user_group-1,1.550219,,{'Example_Timer': 1.5500178739004582}
62,15.885,1323476771,user_group-2,1.779342,,{'Example_Timer': 1.7792353051463305}
63,16.099,1323476771,user_group-1,1.878861,,{'Example_Timer': 1.8788299597066798}
64,16.120,1323476771,user_group-2,1.771898,,{'Example_Timer': 1.7717956381904028}
65,16.302,1323476771,user_group-2,1.407304,,{'Example_Timer': 1.4072801311516008}
66,16.344,1323476771,user_group-1,1.002234,,{'Example_Timer': 1.0020620371048579}
67,16.751,1323476772,user_group-1,1.716882,,{'Example_Timer': 1.716510993855014}
68,17.234,1323476772,user_group-2,1.348533,,{'Example_Timer': 1.3484410776016245}
69,17.268,1323476772,user_group-2,1.148575,,{'Example_Timer': 1.148406919263473}
70,17.418,1323476772,user_group-1,1.318356,,{'Example_Timer': 1.3182481263251982}
71,17.486,1323476772,user_group-2,1.183555,,{'Example_Timer': 1.1835347556195281}
72,17.692,1323476773,user_group-1,1.348494,,{'Example_Timer': 1.3483548856956362}
73,17.958,1323476773,user_group-1,1.206805,,{'Example_Timer': 1.2067524923291835}
74,18.306,1323476773,user_group-2,1.037996,,{'Example_Timer': 1.0379712935205407}
75,18.423,1323476773,user_group-2,1.189053,,{'Example_Timer': 1.188914123373883}
76,18.708,1323476774,user_group-2,1.222147,,{'Example_Timer': 1.2220231177049343}
77,19.159,1323476774,user_group-1,1.200819,,{'Example_Timer': 1.2007329910976727}
78,19.167,1323476774,user_group-1,1.749041,,{'Example_Timer': 1.7490292242510432}
79,19.593,1323476774,user_group-1,1.900977,,{'Example_Timer': 1.9008345860372469}
80,19.837,1323476775,user_group-2,1.530228,,{'Example_Timer': 1.5301602440068813}
81,20.243,1323476775,user_group-1,1.083553,,{'Example_Timer': 1.0835132249278085}
82,20.395,1323476775,user_group-2,1.971565,,{'Example_Timer': 1.9714972622804496}
83,20.575,1323476775,user_group-1,1.408119,,{'Example_Timer': 1.408097295445402}
84,20.684,1323476776,user_group-2,1.976158,,{'Example_Timer': 1.9761096318237266}
85,20.730,1323476776,user_group-1,1.136693,,{'Example_Timer': 1.1365725650994225}
86,21.400,1323476776,user_group-2,1.562698,,{'Example_Timer': 1.5625254613460093}
87,21.760,1323476777,user_group-1,1.184767,,{'Example_Timer': 1.1846541168717515}
88,21.966,1323476777,user_group-2,1.571428,,{'Example_Timer': 1.5712879937145487}
89,22.059,1323476777,user_group-1,1.816215,,{'Example_Timer': 1.8160582967311598}
90,22.074,1323476777,user_group-2,1.388996,,{'Example_Timer': 1.3889375385174056}
91,22.253,1323476777,user_group-1,1.522232,,{'Example_Timer': 1.5221983807158144}
92,22.592,1323476777,user_group-2,1.192473,,{'Example_Timer': 1.1923692848564316}
93,22.856,1323476778,user_group-1,1.095953,,{'Example_Timer': 1.0957898265279526}
94,23.483,1323476778,user_group-1,1.230488,,{'Example_Timer': 1.2303935814488365}
95,23.684,1323476779,user_group-2,1.717297,,{'Example_Timer': 1.71710633161057}
96,23.741,1323476779,user_group-1,1.681413,,{'Example_Timer': 1.681375154755299}
97,23.806,1323476779,user_group-2,1.731994,,{'Example_Timer': 1.7319140040336578}
98,24.238,1323476779,user_group-2,1.645341,,{'Example_Timer': 1.6452951211384348}
99,24.846,1323476780,user_group-1,1.990061,,{'Example_Timer': 1.9899947978283166}
100,25.012,1323476780,user_group-1,1.271040,,{'Example_Timer': 1.2708720495003087}
101,25.085,1323476780,user_group-1,1.601816,,{'Example_Timer': 1.601670435333669}
102,25.149,1323476780,user_group-2,1.465253,,{'Example_Timer': 1.4651240141485986}
103,25.421,1323476780,user_group-2,1.615542,,{'Example_Timer': 1.615362649323137}
104,25.482,1323476780,user_group-2,1.243984,,{'Example_Timer': 1.2438410446806984}
105,26.116,1323476781,user_group-1,1.269062,,{'Example_Timer': 1.2688402887318517}
106,26.184,1323476781,user_group-1,1.098872,,{'Example_Timer': 1.0988308057806946}
107,26.258,1323476781,user_group-2,1.108590,,{'Example_Timer': 1.10856306415356}
108,26.518,1323476781,user_group-2,1.035676,,{'Example_Timer': 1.035561686328235}
109,26.836,1323476782,user_group-1,1.824145,,{'Example_Timer': 1.823990399407645}
110,27.139,1323476782,user_group-1,1.022645,,{'Example_Timer': 1.0225110779580564}
111,27.379,1323476782,user_group-2,1.957843,,{'Example_Timer': 1.957722258184233}
112,27.720,1323476783,user_group-2,1.201166,,{'Example_Timer': 1.201072924179848}
113,27.884,1323476783,user_group-1,1.699863,,{'Example_Timer': 1.6998328991444431}
114,28.210,1323476783,user_group-2,1.951717,,{'Example_Timer': 1.9517259842038168}
115,28.233,1323476783,user_group-1,1.396246,,{'Example_Timer': 1.396194043874298}
116,28.539,1323476783,user_group-2,1.159140,,{'Example_Timer': 1.1589845119232054}
117,28.590,1323476783,user_group-1,1.450732,,{'Example_Timer': 1.4505481901489397}
118,29.343,1323476784,user_group-2,1.622965,,{'Example_Timer': 1.6227537819735574}
119,29.467,1323476784,user_group-1,1.582527,,{'Example_Timer': 1.5824174317462143}
120,29.742,1323476785,user_group-2,1.532313,,{'Example_Timer': 1.5322507621993502}
121,29.769,1323476785,user_group-2,1.230378,,{'Example_Timer': 1.2301801401138444}
122,29.949,1323476785,user_group-1,1.359668,,{'Example_Timer': 1.3594781799152975}
123,30.004,1323476785,user_group-1,1.771245,,{'Example_Timer': 1.7711580484862293}
124,30.939,1323476786,user_group-2,1.596174,,{'Example_Timer': 1.5960041284719786}
125,31.136,1323476786,user_group-1,1.186293,,{'Example_Timer': 1.1861981125871797}
126,31.258,1323476786,user_group-1,1.790924,,{'Example_Timer': 1.790758958394146}
127,31.460,1323476786,user_group-2,1.690536,,{'Example_Timer': 1.6903605355483728}
128,31.648,1323476787,user_group-2,1.904931,,{'Example_Timer': 1.9047896338251222}
